TERMINALNO,TIME,TRIP_ID,LONGITUDE,LATITUDE,DIRECTION,HEIGHT,SPEED,CALLSTATE,Y
24,1472625060,8,125.41759409999999,43.83114722,116,69.0,1.490302,0,1.6865934519999999
19,1477552740,126,119.72671159999999,29.067037199999998,87,4.0,10.421557,0,0.0
24,1472205780,18,125.33006259999999,43.89300853,63,17.0,12.690002999999999,0,1.6865934519999999
68,1482039600,35,121.3736933,31.19162,67,5.5,3.6169531000000004,0,0.0
17,1482834000,58,112.56977649999999,37.8308136,157,4.0,5.9658303,0,0.0
41,1475635980,25,112.27884070000002,22.20896835,44,5.0,25.25003,0,0.0
52,1481726700,3,110.044357,33.493702,119,781.38501,21.860001,0,1.4549619630000001
80,1483088580,47,113.61679099999999,34.698349,44,127.698318,10.32,0,0.0
49,1471663200,2,116.08254199999999,28.424286,327,35.291874,32.73,0,0.0
17,1482920280,22,112.561757,37.85616491,280,6.0,2.8652313,0,0.0
50,1476080580,22,120.19571699999999,30.272973999999998,352,7.641717999999999,10.73,0,0.0
47,1468455420,13,108.88492600000001,34.195045,24,408.39502000000005,3.36,0,0.0
1,1482497460,25,123.058311,41.21022,33,25.888733,32.52,4,0.0
17,1483163460,50,112.56784180000001,37.79280572,93,8.0,7.6231084000000005,0,0.0
8,1472279280,16,121.628799,38.875175,170,15.94989,0.0,0,2.368560244
84,1481783460,34,108.95665,34.233326,94,450.691101,0.0,0,0.0
80,1477302060,36,113.686256,34.772808000000005,138,93.47528100000001,0.41,0,0.0
11,1482903480,56,109.060562,34.161362,138,521.6354980000001,17.469998999999998,4,0.0
55,1480555200,83,114.430504,38.078896,178,79.982056,13.68,4,0.0
59,1480402980,26,107.04430359999998,27.53763633,247,3.0,13.0900345,0,0.0
9,1480480560,4,120.98735,30.730970000000003,173,-2.544998,6.51,0,0.0
86,1479715620,1,119.54026,30.913486,83,43.560425,8.97,4,0.0
72,1482282420,172,118.7541267,32.08188333,48,3.7,7.934442999999999,0,0.0
2,1479979980,49,113.354927,23.148508,186,13.982147,0.97,4,0.0
7,1482798600,44,108.38838999999999,30.794119,155,187.797729,5.3,4,0.0
46,1470340680,16,113.901871,39.262947,233,1188.983398,19.639999,0,0.0
5,1480922100,2,114.205246,30.553207,356,15.981631,2.41,0,0.0
30,1471519260,1,113.8855683,22.65841667,257,3.5,20.869926,0,0.0
27,1467679200,23,121.49671200000002,31.211914,147,14.10675,6.61,0,0.0
93,1479740100,112,113.837006,22.605605999999998,65,4.656555,8.48,4,0.0
87,1482979800,58,116.443573,39.858459,242,41.592715999999996,9.19,4,0.0
22,1480558440,59,110.33588400000001,26.353483,151,536.334656,4.41,0,0.0
45,1476696180,20,119.912209,32.516117,178,-6.075623,11.37,4,0.0
75,1478479080,68,121.41586809999998,29.99369097,181,10.0,30.260042,0,0.0
95,1482235860,51,117.281898,31.857992,62,11.800507000000001,6.6,4,0.0
5,1480647540,64,114.30072,30.634634000000002,73,89.603943,20.559998999999998,0,0.0
69,1477114500,9,115.10021200000001,30.175909000000004,176,64.299072,19.959999,4,0.0
26,1477463100,73,106.608971,29.715072999999997,93,337.25768999999997,12.41,0,0.0
45,1469874960,93,119.92806999999999,32.501446,216,17.759766,3.01,0,0.0
61,1477042380,15,105.56828300000001,34.322086,113,1528.7504880000001,0.0,0,0.489912384
48,1477640880,39,121.478546,30.932915,253,-7.707153,0.0,0,0.0
7,1481935380,63,108.352325,30.823596999999996,39,198.30737299999998,12.73,0,0.0
36,1479253500,1,114.09998300000001,22.556822,53,21.135925,0.0,4,0.0
42,1481596320,4,115.2295346,40.54744942,98,4.0,29.925790000000003,0,0.0
7,1480904100,20,108.36896499999999,30.743645,43,266.314697,8.75,4,0.0
15,1478493300,1,115.35150149999998,42.06597235,228,3.0,34.710144,0,0.0
72,1482884520,186,118.7421967,32.07989667,69,2.1,2.9225929,0,0.0
73,1477372680,75,106.08946200000001,30.782090999999998,107,280.89032000000003,13.76,4,0.0
15,1478491680,1,115.7463655,42.37647378,223,9.0,30.820196000000003,0,0.0
7,1469676600,60,107.520081,29.849021999999998,304,267.197998,0.68,0,0.0
84,1480025580,42,108.98150600000001,34.218788,124,437.79162599999995,19.85,0,0.0
45,1476682140,21,119.91303300000001,32.525490000000005,21,12.144043,4.9,4,0.0
61,1482231840,26,103.87616,36.060997,285,1511.123657,9.74,4,0.489912384
69,1473747720,29,121.479355,31.04513,132,11.419739,1.34,0,0.0
62,1479222300,16,112.10201299999999,32.091335,90,56.151771999999994,16.23,4,0.0
8,1472371260,46,121.58944699999999,39.008194,350,26.368088,0.0,0,2.368560244
93,1481346960,91,113.838844,22.595642,250,18.744201999999998,1.74,4,0.0
95,1481023320,56,117.214157,31.790806,103,39.192749,0.0,4,0.0
72,1481435760,167,118.8189467,32.08883167,252,2.3,12.75842,0,0.0
12,1474012560,22,107.53315330000001,31.32047667,255,2.8,9.679352,0,0.0
7,1482742020,82,108.36752299999999,30.864641,80,331.385132,9.07,4,0.0
80,1476701340,56,113.68092299999999,34.6619,169,118.76483200000001,0.92,0,0.0
87,1483087380,23,116.461624,40.002860999999996,358,32.945007000000004,10.81,4,0.0
64,1479006900,2,123.53613999999999,41.875546,36,106.70257600000001,13.42,0,0.0
55,1480563720,82,114.434525,38.084156,177,78.920349,4.24,4,0.0
57,1479224040,38,113.32761399999998,23.104329999999997,270,4.218964,11.38,4,0.0
71,1482381060,50,105.44054399999999,28.919851,52,293.495728,13.12,0,0.0
57,1479089580,16,113.30991399999999,23.12594,27,10.069489,2.72,0,0.0
68,1482800880,10,121.48913999999999,31.15013667,86,5.5,21.428915,0,0.0
65,1482459180,33,106.627495,26.650135,195,1334.260864,0.92,0,0.0
51,1477181880,19,117.13478899999998,39.129444,97,7.8728929999999995,10.05,0,0.0
42,1481601720,3,116.2637787,40.12097053,147,4.0,27.326439,0,0.0
36,1483185660,11,114.087021,22.628273,102,96.096321,12.73,4,0.0
68,1482641160,56,121.3804183,31.10102333,47,5.4,8.143419999999999,0,0.0
1,1482501420,31,123.39173100000001,41.797562,33,44.170044,10.34,4,0.0
27,1467709920,29,121.416031,31.210217,58,11.166808999999999,0.0,0,0.0
3,1471740480,3,112.90753899999999,28.682584999999996,347,35.737724,17.030001000000002,0,0.0
7,1482808620,25,108.430016,30.767609000000004,82,197.621277,1.14,4,0.0
11,1482457860,2,109.154747,33.416954,302,572.162842,6.82,4,0.0
14,1476774480,4,83.61554663,41.22985123,180,4.0,22.06,0,0.0
79,1482997200,7,105.218102,29.109987,127,298.0,27.360001,3,0.0
43,1473986040,42,125.28364599999999,43.820118,178,224.32061800000002,10.43,4,0.0
50,1477208940,66,120.206718,30.250284000000004,253,-16.594542999999998,3.72,0,0.0
45,1477007760,52,119.918877,32.513802,268,22.688965,12.5,4,0.0
72,1482498840,26,118.7449017,32.07782583,96,1.8,2.2261736,0,0.0
19,1476843540,40,119.6170807,29.08057401,68,6.0,13.960587,0,0.0
15,1478500620,2,114.8038611,40.7487639,190,9.0,31.575838,0,0.0
33,1477299840,86,115.876579,28.61301,99,21.755859,4.88,4,0.0
33,1477361400,48,115.955673,28.687956,180,11.651611,14.13,4,0.0
19,1477962960,114,119.93460719999999,29.22500621,109,4.0,28.708000000000002,0,0.0
43,1472545500,16,125.2201,43.857063000000004,248,212.22192400000003,3.6,4,0.0
17,1483188480,54,112.55033020000002,37.85133001,148,6.0,6.3966335999999995,0,0.0
57,1478873760,13,113.85112,22.978819,180,2.294769,6.95,0,0.0
50,1477363980,10,120.208244,30.336370000000002,264,17.936398999999998,23.459999,0,0.0
60,1476957960,12,106.28031899999999,38.611655999999996,22,1094.1499019999999,24.200001,4,0.0
82,1470624240,28,103.882195,30.531824,158,475.57214400000004,3.0,0,0.0
19,1477440000,110,119.6718305,29.115124100000003,250,4.0,8.113049,0,0.0
33,1477299540,86,115.830482,28.622871000000004,117,30.597168,19.450001,4,0.0
30,1473861540,13,114.0256933,22.75046667,8,3.0,23.888773,0,0.0
12,1475925300,90,107.5326517,31.30646833,120,2.9,10.307827,0,0.0
25,1472056560,20,113.4728101,23.22118118,298,4.0,23.866177,0,0.0
14,1478944020,42,86.17574879,41.73456563,48,4.0,11.510978,0,0.0
97,1472811540,22,119.96996440000001,32.45751699,7,12.0,12.926654,0,0.8458657709999999
97,1472724660,41,119.92118629999999,32.45220019,176,6.0,6.156749,0,0.8458657709999999
3,1471741200,3,112.937469,28.736843,56,50.682213,17.780001000000002,0,0.0
72,1481623380,134,118.77086440000001,32.08182472,321,2.1,0.0,0,0.0
20,1478590560,5,119.33176529999999,35.72554082,115,4.0,16.585232,0,0.0
65,1481979420,25,106.70488,26.58326,258,1059.739136,2.96,0,0.0
35,1482192300,9,120.03308100000001,35.874355,348,16.679382,0.0,0,0.0
21,1475285940,9,120.05303020000001,28.82373174,132,4.0,24.078726,0,0.0
87,1482966480,45,116.48388700000001,39.890125,0,37.230606,12.91,4,0.0
69,1477104060,12,115.111549,30.207285,294,8.887115,10.82,4,0.0
85,1476344940,52,121.128952,31.034717999999998,167,4.471719,1.31,4,0.0
55,1483018740,38,114.45346799999999,38.025887,282,73.30279499999999,0.42,4,0.0
81,1473738900,35,120.673073,31.295765000000003,195,3.5521849999999997,0.0,0,0.0
41,1472810160,32,108.8963402,34.26057410000001,0,10.0,0.0,0,0.0
81,1475121420,77,120.797859,31.353909,344,0.044556,18.84,0,0.0
12,1475819700,29,107.50135,31.182734999999997,204,1.9,6.649182000000001,0,0.0
14,1477975800,41,86.18199137,41.77548085,167,4.0,18.360003,0,0.0
77,1481760720,39,112.98150600000001,28.175438,109,94.692139,0.0,0,0.069588535
40,1472271120,1,127.2793317,43.62256667,46,2.9,18.710154,0,0.0
80,1477465440,25,113.757355,34.722069,212,93.50647,0.0,0,0.0
5,1481765280,72,114.26792900000001,30.584883,254,31.307190000000002,7.89,0,0.0
8,1472369760,46,121.74605600000001,39.22723,217,30.153652,35.080002,0,2.368560244
10,1480067580,53,106.45801499999999,29.506763,180,315.23996,0.0,4,0.0
71,1482463140,8,105.49574299999999,28.952429,196,297.09042400000004,8.59,0,0.0
23,1482062220,131,116.35954299999999,37.455978,85,16.636719,6.34,4,0.0
11,1482898500,58,108.91219299999999,34.194946,87,415.358032,0.52,3,0.0
4,1480317000,12,116.849442,33.983528,247,32.254356,0.0,4,0.0
85,1478738280,42,121.192291,31.004007,86,7.259392999999999,13.44,4,0.0
36,1483184700,9,114.00743899999999,22.648729,151,62.040455,0.0,4,0.0
50,1476101100,24,120.20056899999999,30.264972999999998,-1,29.920105,-1.0,0,0.0
41,1472772120,33,108.8884215,34.29459025,189,11.0,3.2921877,0,0.0
34,1482225600,43,121.332626,31.256586,85,1.425201,0.0,4,0.0
85,1479433080,77,121.185043,31.003687,87,4.525725,19.389999,0,0.0
2,1479632280,3,113.34108,23.082266,43,1.321106,18.33,0,0.0
93,1479721140,120,113.829178,22.673030999999998,12,53.931945999999996,30.24,4,0.0
39,1481436180,13,114.228867,33.986958,355,45.814331,8.02,4,0.504855623
75,1475180580,19,121.58701429999999,29.86696073,197,12.0,0.48041648,0,0.0
2,1480869540,2,116.961525,30.348629,129,44.293831,0.0,0,0.0
59,1481271060,17,106.9558949,27.61742159,286,3.0,12.590003999999999,0,0.0
12,1475925840,90,107.51685829999998,31.252345000000002,201,1.9,16.709426999999998,0,0.0
54,1472616660,16,107.447861,31.194105,155,312.264954,8.99,0,0.0
50,1477212180,63,120.193382,30.260073,272,1.864655,6.0,4,0.0
87,1483165500,4,116.460396,40.010208,87,36.929394,0.36,4,0.0
47,1469072160,46,108.87551100000002,34.184944,180,405.041779,3.53,0,0.0
73,1483092000,9,105.94238999999999,31.16157,31,365.528748,35.669998,0,0.0
94,1474610280,7,120.4498074,36.08723951,116,12.0,4.1540300000000006,0,0.0
74,1478413320,2,113.17021899999999,27.853603000000003,128,21.889374,5.68,4,0.051675225
75,1478268300,65,121.56230120000001,29.84523641,80,11.0,13.240034,0,0.0
51,1477628040,30,116.074684,40.281456,133,248.363388,17.1,4,0.0
78,1481592420,97,123.426353,41.784534,258,50.888977000000004,9.3,4,1.3016191240000001
63,1469177280,54,118.100182,24.487779999999997,155,17.946776999999997,4.56,0,0.660832385
91,1473205080,25,121.668152,31.19585,130,7.989652,0.84,4,0.0
87,1482974640,48,116.408524,39.895790000000005,91,43.878723,4.82,4,0.0
76,1475047020,34,101.705704,26.582340000000002,18,1038.804443,13.49,2,0.0
39,1481426520,12,114.22715,34.001869,167,62.650059,13.64,4,0.504855623
91,1473375060,2,121.618927,31.186909000000004,329,23.261915,17.639999,0,0.0
81,1473664140,85,120.830284,31.297379,79,-2.8883669999999997,1.54,0,0.0
16,1482712920,6,108.94225300000001,34.235634000000005,0,413.790833,0.0,0,0.0
8,1472117640,22,121.621002,38.918331,58,23.743958,1.67,0,2.368560244
87,1482991320,53,116.44598400000001,39.956928000000005,41,40.1521,4.5,4,0.0
38,1477969980,45,121.49501799999999,31.306231,354,26.544556,0.0,4,0.0
20,1478997240,10,119.4013811,35.703531700000006,306,8.0,20.84608,0,0.0
42,1481599080,3,115.79794340000001,40.32881965,72,4.0,24.429533,0,0.0
72,1481283960,151,118.75264170000001,32.09098667,162,3.7,5.764889,0,0.0
54,1480514040,24,107.453156,31.231249,244,308.325409,0.0,4,0.0
81,1474638420,45,120.81024199999999,31.376669,257,12.388611000000001,25.33,0,0.0
72,1481869740,100,118.7562717,32.08380667,51,3.9,5.8539357,0,0.0
80,1483092300,46,113.66394,34.698677,190,105.410576,0.0,0,0.0
33,1482328980,17,115.89102199999999,28.663179,292,18.500122,0.45,4,0.0
54,1471087140,30,107.494041,31.218813,106,300.688599,8.33,0,0.0
90,1482154260,8,106.748779,26.61182,183,1092.869019,17.15,4,0.0
4,1480167540,61,116.8116,33.957878,82,30.208918,4.05,4,0.0
89,1482310800,4,113.0128983,28.18537096,274,3.0,9.12,0,0.0
92,1472025360,9,119.758293,30.495884000000004,151,86.138733,29.02,0,0.0
55,1478066580,19,114.43080900000001,38.080128,357,79.60882600000001,19.799999,4,0.0
8,1471602720,10,121.59605400000001,38.956779,359,15.277222,3.58,0,2.368560244
16,1482713280,6,108.942299,34.247646,0,419.533325,1.66,0,0.0
33,1477056240,42,115.89623300000001,28.639019,352,29.492859000000003,4.64,4,0.0
56,1475641860,11,101.6071691,36.6739239,221,4.0,23.362642,0,0.0
82,1470206520,15,103.91613000000001,30.622574,178,499.116974,9.1,0,0.0
86,1479716220,1,119.73253600000001,30.932078999999998,69,1.993011,39.099998,4,0.0
12,1474609980,68,107.48932169999999,31.21828,85,2.0,8.055403,0,0.0
100,1477283340,79,121.18974299999999,37.526299,276,30.378012,26.940001000000002,4,0.0
34,1478737500,35,121.30988300000001,31.26,331,10.821228,3.75,0,0.0
29,1475224200,11,121.146446,31.217907,271,14.142947,30.129998999999998,4,0.0
29,1482029940,35,121.298203,31.219917,88,18.197492999999998,19.0,4,0.0
66,1471663680,22,117.67213400000001,24.003441,16,19.39572,28.370001000000002,4,0.0
57,1478877780,13,113.36866,23.113575,183,23.120188,15.54,0,0.0
97,1479301740,5,119.964424,32.50248,355,10.480611999999999,21.040001,0,0.8458657709999999
76,1474976100,8,101.713654,26.589233,78,1019.290283,8.68,4,0.0
70,1481893440,7,106.71093,26.509457,219,1093.248413,11.67,4,20.74269492
11,1482458580,4,109.14830800000001,33.422934999999995,316,587.733887,1.77,4,0.0
64,1480303560,1,123.933655,42.37262,205,59.388126,17.09,0,0.0
2,1479631860,3,113.33143600000001,23.017128,330,28.393738,20.370001000000002,0,0.0
26,1478072760,38,106.498428,29.586865999999997,163,278.31201200000004,2.43,0,0.0
12,1474076460,44,107.460085,31.206515000000003,351,2.1,11.001673,0,0.0
83,1478837220,23,104.6866561,29.832669800000005,138,8.0,35.502320000000005,0,0.0
66,1471739820,51,118.110992,24.485407000000002,346,5.565491000000001,7.36,4,0.0
88,1482918300,50,114.671074,38.034416,266,57.841526,5.92,4,0.0
81,1482585360,129,120.60208899999999,31.306282,337,10.990478999999999,0.0,0,0.0
62,1479219780,12,112.11606599999999,32.411381,163,129.395462,0.93,4,0.0
71,1481704980,4,104.07527900000001,30.604265,356,486.419922,10.04,0,0.0
14,1475644500,14,83.11253376,41.56413395,173,4.0,14.490345000000001,0,0.0
66,1471669260,15,117.968208,24.480646,111,28.983187,25.059998999999998,4,0.0
48,1482663600,138,121.49308,31.053671,266,29.733997,26.99,0,0.0
48,1477625520,47,121.466148,30.933594,90,6.271729,9.94,0,0.0
58,1477903980,30,114.65847,38.024147,89,46.449646,8.12,4,0.475132235
27,1467677640,23,121.446945,31.159483,183,10.265075999999999,0.66,0,0.0
38,1481905200,7,120.47321299999999,31.812489000000003,282,10.10378,23.58,4,0.0
29,1475051160,41,121.395187,31.193796000000003,278,5.400208,0.0,0,0.0
91,1473376740,2,121.662773,31.307570000000002,81,11.927823,2.98,0,0.0
76,1475028780,38,101.629074,26.600973,206,1221.5717769999999,1.35,1,0.0
73,1483060560,13,105.978394,31.576164000000002,73,363.608765,6.81,4,0.0
3,1471737180,3,112.953926,28.314348,329,53.065571,0.0,0,0.0
11,1482891660,42,108.94176499999999,34.18243,172,445.796875,2.01,4,0.0
93,1481803680,86,113.83418999999999,22.645805,144,15.567993,27.530001000000002,4,0.0
19,1476849960,52,119.668047,29.09628299,155,4.0,2.4959726000000004,0,0.0
98,1470995760,1,118.48020690000001,31.39442514,188,8.0,33.353065,0,0.0
6,1471322040,4,120.755028,31.311211,266,8.497194,13.79,0,0.0
11,1482906540,38,109.115555,34.019318,182,696.647095,8.26,4,0.0
71,1482333120,26,105.26051299999999,29.086771000000002,112,314.937927,27.01,0,0.0
79,1483014240,19,106.660896,26.616257,168,1226.96814,18.440001000000002,4,0.0
39,1482544080,34,113.765625,34.012482,72,67.857056,15.59,4,0.504855623
4,1482227520,31,116.80020900000001,33.962070000000004,181,44.157897999999996,10.96,3,0.0
25,1472056500,20,113.47966720000001,23.20985188,349,4.0,24.366028,0,0.0
40,1472276520,2,126.9865233,43.63871667,261,3.2,12.190166,0,0.0
40,1472338380,8,127.185575,43.80564167,100,3.4,18.879496,0,0.0
55,1478066700,19,114.434219,38.084454,17,71.539795,0.0,4,0.0
95,1481885640,120,117.209457,31.801304,40,40.945679,0.0,4,0.0
14,1475675340,8,86.20915669,41.21733196,50,3.0,19.350023,0,0.0
66,1470375360,47,118.14289099999999,24.501204,90,27.036377,17.129998999999998,4,0.0
90,1480420320,11,106.738541,26.623314,241,1109.961304,12.64,4,0.0
98,1472872080,10,118.7758246,32.01207629,11,4.0,7.812494,0,0.0
67,1478478060,29,121.672348,31.224546000000004,349,16.737351999999998,19.209999,4,0.0
83,1480290480,24,104.75410809999998,31.46067541,294,24.0,1.4428395,0,0.0
33,1478047800,60,115.87748700000002,28.608688,0,25.339111,4.03,4,0.0
71,1482219900,56,104.052788,30.590961,265,476.08288600000003,0.0,0,0.0
55,1483017720,97,114.450623,38.041512,200,71.157593,2.47,4,0.0
100,1476951480,40,120.335747,36.102340999999996,132,3.880368,14.64,4,0.0
38,1478001000,46,121.496498,31.306276,135,88.66149899999999,0.0,4,0.0
51,1477635180,21,116.688744,39.55653,173,20.546021,13.59,4,0.0
61,1482056640,21,103.895424,36.045615999999995,198,1508.091431,5.72,4,0.489912384
27,1467762180,6,121.44221499999999,31.212459999999997,348,-14.582885999999998,10.49,0,0.0
72,1481673600,3,118.7729683,32.08276,16,2.3,2.3147057999999996,0,0.0
6,1471257120,40,120.62453500000001,31.334438000000002,257,9.696114999999999,19.59,0,0.0
26,1470441900,99,106.5364,29.621082,67,292.750183,16.4,0,0.0
95,1482918960,95,117.22671499999998,31.816671000000003,335,47.458618,0.91,4,0.0
81,1475122140,61,120.78362299999999,31.360992,332,2.962402,2.88,0,0.0
61,1477029540,7,103.88839,36.057659,190,1510.1484380000002,0.0,0,0.489912384
57,1477576800,12,113.36451699999999,23.100973,272,16.839544,12.0,4,0.0
97,1479379800,65,119.93103,32.456776,84,5.439165,0.24,0,0.8458657709999999
7,1482108420,4,108.36837,30.838891999999998,26,326.07800299999997,0.85,0,0.0
10,1477492380,18,106.46088400000001,29.495781,3,352.573853,0.42,4,0.0
80,1483092660,46,113.66433700000002,34.698975,173,105.74213400000001,0.0,0,0.0
71,1482463800,30,105.45166,28.931032000000002,232,326.10965,8.41,0,0.0
29,1475125800,30,121.38153100000001,31.216978000000005,358,4.325073000000001,1.37,4,0.0
71,1482281400,21,104.035217,30.613745,28,498.742188,8.51,0,0.0
87,1482834060,16,116.42215,39.974133,261,42.862305,0.0,4,0.0
99,1481622360,5,121.24446100000002,31.070992999999998,255,3.159668,0.0,4,0.0
36,1483188060,10,114.235146,22.958385,88,31.890247,24.9,4,0.0
92,1472039400,3,121.564499,29.898869,196,4.097256,5.76,0,0.0
77,1479978660,8,113.16720600000001,28.427208,219,69.879944,23.18,4,0.069588535
78,1477131600,9,123.39023600000002,41.759646999999994,29,46.178222999999996,10.79,0,1.3016191240000001
65,1482464100,31,106.62341299999999,26.610421999999996,94,1252.6755369999998,7.76,0,0.0
47,1468560600,3,108.87373400000001,34.193108,271,419.05859399999997,10.03,0,0.0
16,1479036000,15,108.913979,34.190731,276,413.093994,8.38,0,0.0
98,1471165680,5,118.4022883,30.81275028,4,6.0,26.130693,0,0.0
83,1478864280,3,104.14036180000001,30.71227672,282,12.0,21.03248,0,0.0
59,1480549920,7,106.83299070000001,27.53597905,33,3.0,6.5806154999999995,0,0.0
4,1480300620,93,116.814674,33.971443,182,35.935547,11.16,4,0.0
29,1480461840,27,121.387405,31.21286,190,12.00415,0.22,0,0.0
19,1476941100,13,119.7182515,29.07167861,142,4.0,18.188288,0,0.0
1,1482496980,23,122.98255900000001,41.115691999999996,24,32.330566,11.89,4,0.0
85,1476665580,8,121.20070600000001,30.997612,96,8.458325,0.0,4,0.0
94,1474680000,33,120.4205916,36.16078574,13,12.0,1.2477826,0,0.0
11,1482473580,7,108.877251,34.216949,0,393.75778199999996,11.14,4,0.0
17,1482833940,58,112.568643,37.83298727,156,4.0,4.204931299999999,0,0.0
63,1469172900,58,118.12767,24.500173999999998,7,35.687195,1.32,0,0.660832385
47,1469867040,91,108.878876,34.173023,351,430.982574,2.0,0,0.0
79,1483010640,18,106.704971,27.075607,162,1030.319336,23.459999,4,0.0
63,1482973140,20,118.1159295,24.53150498,303,4.0,15.51755,0,0.660832385
8,1471568340,4,121.595818,38.958861999999996,162,18.514038,3.65,0,2.368560244
4,1480167060,69,116.806808,33.96632,176,20.261904,9.64,4,0.0
27,1467727380,1,121.45333899999999,31.189381,238,11.210388,12.88,0,0.0
69,1473743040,29,121.47930900000001,31.045109000000004,256,-4.278595,0.0,0,0.0
59,1481267280,17,107.10682759999999,27.48148698,329,3.0,14.860272,0,0.0
11,1482904140,30,109.11891200000001,34.110756,162,490.940308,9.07,4,0.0
85,1476668940,10,121.182961,30.998688,357,-2.595123,17.780001000000002,4,0.0
44,1472814300,33,121.25663,31.120415,260,26.725769,13.09,0,0.0
55,1478822880,41,114.45806100000001,38.041702,82,80.210327,6.23,4,0.0
95,1480637040,16,117.227043,31.818516,267,35.898559999999996,0.0,4,0.0
69,1477105200,11,115.095825,30.212055,296,15.377258,4.68,4,0.0
3,1472429640,12,112.97715,28.229840999999997,172,38.837971,9.4,0,0.0
3,1470744480,20,112.98007199999999,28.203217,185,39.456848,6.48,0,0.0
83,1478854260,10,104.73199009999999,29.78697088,304,8.0,29.90175,0,0.0
91,1483143060,16,121.583206,31.168083000000003,339,4.675903,26.870001000000002,0,0.0
33,1480944480,19,115.894043,28.611069,18,29.839136,3.12,0,0.0
50,1476147660,43,120.199959,30.262860999999997,264,4.684398000000001,3.72,0,0.0
26,1477466640,72,106.52327,29.617392,258,292.27685499999995,17.530001000000002,0,0.0
17,1482820560,65,112.56584140000001,37.85088455,4,12.0,3.630032,0,0.0
44,1475390880,1,121.22193899999999,31.159868,171,10.472046,0.0,4,0.0
43,1473992700,41,125.31314099999999,43.819481,115,233.12042200000002,7.95,0,0.0
28,1478063340,28,113.41426100000001,22.188997,243,32.812515000000005,22.33,4,0.0
81,1474640040,60,120.64915500000001,31.301959999999998,341,-5.93866,1.47,0,0.0
15,1478492940,1,115.47892949999999,42.10817131,253,3.0,32.230076000000004,0,0.0
27,1467964140,32,120.84716,31.703438000000002,303,12.46344,30.879998999999998,0,0.0
95,1480636980,16,117.22811100000001,31.818539,265,26.017944,2.4,4,0.0
83,1478854740,10,104.6446057,29.8736928,16,6.0,27.272846,0,0.0
38,1477962780,45,121.453804,31.330301000000002,194,7.673278999999999,0.0,4,0.0
99,1481965440,1,121.122208,31.080263000000002,8,-5.04483,3.97,4,0.0
38,1477969500,41,121.50623300000001,31.306365999999997,248,18.194519,4.17,4,0.0
67,1480669980,18,121.54090900000001,31.305157,3,11.321533,18.780001000000002,4,0.0
82,1470444600,3,103.976952,30.548531,202,504.668396,10.56,0,0.0
74,1482632160,20,113.13789399999999,27.831490999999996,337,44.459045,8.33,4,0.051675225
72,1481127120,90,118.77913390000002,32.07074232,347,1.7,1.250775,0,0.0
29,1475219700,11,121.385849,31.207311999999998,150,19.344970999999997,0.0,4,0.0
67,1480667460,17,121.681526,31.190594,252,7.595337,5.71,4,0.0
23,1477025520,140,116.394173,37.450699,90,12.524291999999999,5.08,0,0.0
57,1477491120,26,113.2995,23.110428,63,-2.5717470000000002,0.17,4,0.0
94,1474624680,24,120.43931289999999,36.12340816,323,8.0,8.640764,0,0.0
57,1477490460,26,113.300964,23.14909,96,26.525452,1.98,4,0.0
98,1471172580,6,118.67023400000001,31.93346751,339,4.0,15.205762,0,0.0
95,1482915360,112,117.171646,31.853243,90,38.514282,2.75,4,0.0
5,1480636080,58,114.30648000000001,30.613284999999998,119,27.891417999999998,3.0,0,0.0
79,1483010520,18,106.703079,27.102123,161,979.2355960000001,31.25,4,0.0
18,1471224420,3,90.91448199999999,38.179047,190,3009.3745120000003,0.0,0,0.0
58,1482481380,20,114.521286,38.042198,89,64.533569,0.8,4,0.475132235
14,1477503600,26,86.03998823,41.82938036,111,3.0,22.271088,0,0.0
87,1482798600,19,116.41935,39.939274,180,37.263611,0.0,0,0.0
10,1480389480,7,106.469452,29.487890000000004,265,331.06890899999996,5.35,4,0.0
22,1482300840,73,112.742104,27.420640999999996,335,92.54400600000001,5.46,0,0.0
62,1479217260,12,112.22598300000001,32.578732,199,93.98406999999999,21.110001,4,0.0
11,1482826800,85,108.900208,34.192719,354,410.10101299999997,3.19,4,0.0
75,1478268660,65,121.5926929,29.85556769,14,3.0,16.570010999999997,0,0.0
3,1471219260,7,112.981544,28.226507,87,36.9781,0.0,0,0.0
47,1468485720,5,108.926956,34.252792,180,373.54895,2.64,0,0.0
90,1479287340,23,106.728256,26.529761999999998,3,1092.077759,14.47,0,0.0
59,1480893540,19,106.8262798,27.54093477,87,4.0,1.1926861,0,0.0
78,1477480200,42,123.431854,41.730965000000005,254,46.85321,11.85,0,1.3016191240000001
62,1479175560,21,112.10412600000001,32.284110999999996,2,137.522125,31.870001000000002,4,0.0
38,1481907120,7,120.209511,32.209869,340,7.015408,32.689999,4,0.0
38,1478659800,57,121.72155,31.374338,107,-2.485174,0.0,0,0.0
95,1482104880,79,117.289078,31.850247999999997,264,21.021973000000003,0.0,4,0.0
32,1480561080,52,104.082268,30.590415999999998,268,475.868164,0.0,0,0.0
72,1482745620,36,118.7471317,32.07749167,77,2.8,3.815636,0,0.0
6,1472539140,11,120.90988899999999,31.614532,344,5.216119,27.65,0,0.0
60,1476964200,13,106.30583999999999,38.952473,137,1100.0234380000002,0.24,4,0.0
89,1482482400,35,112.98473419999999,28.18397202,108,4.0,10.46,0,0.0
